applicant_name,age,gender,marital_status,education,employment_status,annual_income,monthly_income,coapplicant_income,loan_amount,loan_term,credit_score,existing_loans,savings,property_area,dti_ratio,collateral_value,loan_purpose,dependents,loan_status
Patricia Johnson,52,Female,Single,Post Graduate,Salaried,25700.0,2141.67,0.0,183000.0,240,734,0,7800.0,Urban,35.6,165700.0,Business Loan,0,1
Thomas Miller,59,Male,Married,Graduate,Self-Employed,37400.0,3116.67,8800.0,10000.0,36,650,0,5100.0,Rural,7.22,13200.0,Home Loan,2,1
Ananya Miller,65,Female,Single,Graduate,Salaried,111000.0,9250.0,0.0,71000.0,120,537,0,28700.0,Semiurban,6.4,111600.0,Auto Loan,1,1
Robert Lopez,66,Male,Divorced,Graduate,Salaried,31900.0,2658.33,0.0,168000.0,360,681,3,159500.0,Urban,51.41,51600.0,Personal Loan,2,0
Thomas Miller,56,Female,Married,Graduate,Salaried,62100.0,5175.0,31600.0,317000.0,36,785,1,5900.0,Urban,85.0,152100.0,Education Loan,0,1
Richard Miller,60,Female,Divorced,Graduate,Salaried,43200.0,3600.0,0.0,231000.0,60,751,2,23700.0,Semiurban,85.0,124100.0,Personal Loan,0,0
Carlos Williams,57,Female,Divorced,Graduate,Business,30500.0,2541.67,0.0,343000.0,240,674,4,3800.0,Urban,85.0,352300.0,Auto Loan,0,1
William Wilson,53,Male,Married,Graduate,Business,95500.0,7958.33,13400.0,187000.0,180,770,3,81700.0,Urban,21.37,67800.0,Personal Loan,1,1
Thomas Smith,56,Female,Single,Graduate,Self-Employed,81100.0,6758.33,0.0,177000.0,36,695,1,10300.0,Urban,77.19,211000.0,Auto Loan,1,1
Karen Verma,23,Male,Single,Graduate,Self-Employed,68800.0,5733.33,0.0,308000.0,60,758,1,63200.0,Semiurban,85.0,88500.0,Personal Loan,2,0
Carlos Garcia,29,Female,Single,Post Graduate,Salaried,32100.0,2675.0,0.0,166000.0,120,547,0,10000.0,Urban,51.71,166400.0,Home Loan,2,1
Richard Hernandez,28,Female,Married,Graduate,Self-Employed,24600.0,2050.0,19500.0,91000.0,360,580,0,49200.0,Semiurban,6.88,145100.0,Auto Loan,0,1
Charles Smith,53,Male,Single,Graduate,Self-Employed,58600.0,4883.33,0.0,209000.0,36,738,1,7000.0,Semiurban,85.0,354400.0,Business Loan,0,1
Patricia Lopez,26,Female,Single,Not Graduate,Salaried,56300.0,4691.67,0.0,281000.0,360,803,1,10400.0,Rural,23.03,304300.0,Home Loan,0,1
William Williams,61,Male,Married,Graduate,Business,29400.0,2450.0,9900.0,106000.0,60,713,3,6400.0,Semiurban,81.42,105000.0,Home Loan,0,0
Barbara Rodriguez,59,Male,Divorced,Not Graduate,Salaried,22600.0,1883.33,0.0,233000.0,48,640,1,9200.0,Urban,85.0,192600.0,Auto Loan,3,0
Michael Lopez,24,Male,Single,Not Graduate,Salaried,23800.0,1983.33,0.0,172000.0,60,612,1,54000.0,Semiurban,85.0,300600.0,Business Loan,0,1
Susan Sharma,33,Male,Single,Graduate,Self-Employed,241800.0,20150.0,0.0,221000.0,180,655,1,30600.0,Rural,7.58,327900.0,Home Loan,3,1
Karen Williams,22,Female,Single,Post Graduate,Self-Employed,88900.0,7408.33,0.0,208000.0,48,777,0,15600.0,Semiurban,58.49,47100.0,Education Loan,1,0
Joseph Verma,25,Male,Divorced,Graduate,Self-Employed,134800.0,11233.33,0.0,143000.0,48,653,1,106800.0,Urban,29.19,72200.0,Education Loan,1,1
Rahul Jones,64,Male,Married,Graduate,Salaried,29800.0,2483.33,62400.0,170000.0,360,764,1,18800.0,Urban,10.05,193900.0,Home Loan,0,1
John Lopez,47,Female,Single,Graduate,Business,165500.0,13791.67,0.0,148000.0,360,732,1,105000.0,Rural,5.16,135100.0,Home Loan,1,1
Carlos Brown,52,Female,Single,Graduate,Salaried,26900.0,2241.67,0.0,191000.0,60,817,1,6600.0,Urban,85.0,248100.0,Auto Loan,1,1
Rahul Brown,41,Female,Single,Not Graduate,Salaried,52000.0,4333.33,0.0,104000.0,36,696,0,70500.0,Urban,66.67,17900.0,Education Loan,0,0
Rahul Miller,28,Female,Single,Not Graduate,Unemployed,99700.0,8308.33,0.0,125000.0,240,676,1,400.0,Semiurban,9.88,118700.0,Auto Loan,0,1
Jessica Rodriguez,58,Female,Divorced,Not Graduate,Self-Employed,39400.0,3283.33,0.0,143000.0,180,768,1,23600.0,Rural,33.33,61400.0,Personal Loan,0,1
Michael Gonzalez,28,Male,Married,Post Graduate,Salaried,44900.0,3741.67,18100.0,215000.0,36,605,1,16500.0,Urban,85.0,315100.0,Home Loan,1,1
Rahul Martinez,23,Male,Married,Not Graduate,Self-Employed,26200.0,2183.33,8200.0,53000.0,360,644,1,22300.0,Semiurban,15.6,12300.0,Personal Loan,0,1
Michael Wilson,64,Female,Married,Not Graduate,Salaried,25900.0,2158.33,33800.0,170000.0,24,546,0,24200.0,Rural,85.0,187400.0,Auto Loan,2,1
Robert Williams,23,Male,Single,Graduate,Salaried,63500.0,5291.67,0.0,116000.0,180,580,0,14800.0,Semiurban,12.18,158300.0,Home Loan,2,1
Amit Gonzalez,42,Female,Married,Graduate,Salaried,70700.0,5891.67,37400.0,143000.0,60,834,0,189600.0,Semiurban,26.46,77400.0,Personal Loan,0,1
David Hernandez,26,Male,Married,Graduate,Unemployed,87600.0,7300.0,2500.0,121000.0,120,735,1,112500.0,Semiurban,17.43,188200.0,Home Loan,1,1
Sarah Sharma,22,Male,Single,Not Graduate,Salaried,56600.0,4716.67,0.0,198000.0,48,570,1,97900.0,Rural,85.0,65900.0,Personal Loan,0,0
Barbara Rodriguez,43,Male,Married,Graduate,Self-Employed,66700.0,5558.33,64200.0,166000.0,180,776,2,116000.0,Semiurban,13.95,168700.0,Home Loan,2,1
Elizabeth Martinez,64,Female,Single,Graduate,Salaried,20600.0,1716.67,0.0,244000.0,360,624,0,47300.0,Rural,39.48,343200.0,Home Loan,0,1
Barbara Smith,22,Female,Single,Graduate,Self-Employed,28000.0,2333.33,0.0,216000.0,60,731,0,134200.0,Urban,85.0,281500.0,Business Loan,0,0
Jennifer Miller,58,Female,Single,Graduate,Salaried,208700.0,17391.67,0.0,42000.0,120,730,1,66900.0,Urban,5.0,36200.0,Home Loan,0,1
Susan Gonzalez,37,Male,Married,Graduate,Self-Employed,23600.0,1966.67,98800.0,94000.0,48,813,1,16100.0,Urban,22.14,46900.0,Personal Loan,2,1
Linda Martinez,55,Male,Married,Graduate,Salaried,71100.0,5925.0,16600.0,164000.0,360,637,1,46100.0,Semiurban,10.34,295100.0,Home Loan,0,1
William Johnson,54,Female,Divorced,Not Graduate,Self-Employed,28700.0,2391.67,0.0,176000.0,360,621,2,72900.0,Rural,45.53,158300.0,Home Loan,0,0
Mary Jones,43,Female,Married,Graduate,Unemployed,76800.0,6400.0,6800.0,102000.0,240,465,2,37400.0,Urban,14.71,54300.0,Personal Loan,0,1
Robert Garcia,50,Male,Married,Not Graduate,Self-Employed,75100.0,6258.33,5900.0,297000.0,120,670,0,16500.0,Urban,36.67,489900.0,Home Loan,0,1
Charles Davis,28,Female,Married,Graduate,Salaried,32000.0,2666.67,21800.0,258000.0,360,738,3,2000.0,Urban,36.06,284000.0,Home Loan,2,1
Jessica Gonzalez,42,Male,Single,Graduate,Business,34100.0,2841.67,0.0,32000.0,36,749,0,49800.0,Urban,31.28,33900.0,Business Loan,1,1
James Garcia,64,Male,Married,Graduate,Salaried,67900.0,5658.33,67300.0,211000.0,60,780,1,91600.0,Urban,33.88,356800.0,Home Loan,3,1
Karen Smith,56,Male,Single,Graduate,Self-Employed,42200.0,3516.67,0.0,176000.0,120,703,1,13500.0,Urban,50.24,194500.0,Home Loan,0,1
Michael Rodriguez,25,Female,Married,Graduate,Business,29700.0,2475.0,31400.0,292000.0,60,720,1,4900.0,Rural,85.0,423800.0,Business Loan,0,1
Richard Brown,33,Female,Divorced,Graduate,Salaried,79200.0,6600.0,0.0,39000.0,360,685,0,11900.0,Urban,5.0,60100.0,Home Loan,2,1
Patricia Garcia,49,Male,Single,Graduate,Salaried,27500.0,2291.67,0.0,365000.0,180,737,0,26200.0,Semiurban,85.0,579800.0,Auto Loan,1,1
Charles Gonzalez,51,Female,Married,Graduate,Salaried,107100.0,8925.0,13400.0,104000.0,36,605,1,11400.0,Semiurban,31.76,186700.0,Home Loan,0,1
Barbara Garcia,67,Male,Married,Graduate,Self-Employed,52500.0,4375.0,7600.0,214000.0,60,567,0,28300.0,Semiurban,71.21,343100.0,Home Loan,1,1
Michael Hernandez,36,Male,Married,Not Graduate,Self-Employed,25000.0,2083.33,4500.0,125000.0,60,614,0,102200.0,Urban,84.75,22300.0,Personal Loan,2,0
Elizabeth Martinez,62,Male,Single,Not Graduate,Salaried,73300.0,6108.33,0.0,146000.0,120,697,1,33300.0,Rural,24.83,86900.0,Education Loan,0,1
Charles Miller,50,Male,Single,Graduate,Salaried,53000.0,4416.67,0.0,28000.0,48,576,1,13500.0,Semiurban,20.0,47800.0,Home Loan,2,1
John Gonzalez,36,Male,Single,Post Graduate,Salaried,35900.0,2991.67,0.0,288000.0,36,629,1,82400.0,Urban,85.0,137000.0,Personal Loan,0,0
Richard Johnson,32,Female,Single,Graduate,Salaried,44700.0,3725.0,0.0,156000.0,180,632,0,25000.0,Urban,23.27,245900.0,Home Loan,3,1
Karen Lopez,37,Female,Single,Not Graduate,Salaried,35900.0,2991.67,0.0,162000.0,360,743,2,4100.0,Urban,35.1,161200.0,Home Loan,1,1
Linda Gonzalez,36,Male,Married,Not Graduate,Business,33700.0,2808.33,145800.0,388000.0,360,733,0,20700.0,Semiurban,7.21,219800.0,Education Loan,0,1
William Miller,32,Male,Single,Not Graduate,Salaried,28000.0,2333.33,0.0,266000.0,360,686,2,31800.0,Semiurban,57.38,232800.0,Home Loan,0,1
James Williams,28,Male,Married,Graduate,Business,40300.0,3358.33,8000.0,120000.0,240,716,1,54700.0,Urban,19.88,134200.0,Business Loan,3,1
Richard Lopez,40,Male,Married,Graduate,Self-Employed,33000.0,2750.0,21500.0,125000.0,36,718,1,82700.0,Urban,83.06,114500.0,Home Loan,2,1
Carlos Sharma,23,Male,Married,Graduate,Salaried,71800.0,5983.33,7000.0,203000.0,360,651,2,11500.0,Rural,17.72,355200.0,Business Loan,0,1
Thomas Rodriguez,36,Female,Married,Graduate,Self-Employed,71800.0,5983.33,4900.0,249000.0,60,637,0,5100.0,Rural,64.93,42600.0,Personal Loan,1,0
Ananya Smith,50,Male,Married,Graduate,Salaried,51400.0,4283.33,3500.0,338000.0,240,803,0,2300.0,Semiurban,30.78,511500.0,Business Loan,1,1
Jennifer Jones,65,Female,Divorced,Graduate,Salaried,87700.0,7308.33,0.0,35000.0,120,481,1,40200.0,Semiurban,8.1,48000.0,Home Loan,0,1
Jennifer Martinez,43,Female,Single,Graduate,Salaried,102800.0,8566.67,0.0,245000.0,360,621,0,47600.0,Rural,7.94,222300.0,Business Loan,0,1
Barbara Gonzalez,48,Male,Single,Graduate,Salaried,59000.0,4916.67,0.0,260000.0,60,664,1,15800.0,Semiurban,85.0,353900.0,Auto Loan,1,1
Richard Gonzalez,60,Female,Married,Not Graduate,Salaried,63400.0,5283.33,32700.0,109000.0,24,725,0,15100.0,Urban,56.71,49200.0,Personal Loan,0,1
Joseph Jones,25,Female,Single,Post Graduate,Salaried,35000.0,2916.67,0.0,148000.0,120,771,2,92500.0,Urban,62.86,248900.0,Business Loan,0,1
Jessica Garcia,40,Female,Single,Post Graduate,Salaried,121400.0,10116.67,0.0,33000.0,36,829,1,74600.0,Semiurban,12.03,28700.0,Auto Loan,2,1
Rahul Hernandez,60,Male,Single,Graduate,Salaried,21100.0,1758.33,0.0,135000.0,360,673,0,8000.0,Urban,21.33,147900.0,Business Loan,1,1
Robert Brown,64,Male,Single,Not Graduate,Salaried,39300.0,3275.0,0.0,201000.0,120,678,2,45500.0,Urban,69.47,25200.0,Personal Loan,0,0
John Williams,21,Male,Married,Post Graduate,Salaried,77600.0,6466.67,7400.0,323000.0,120,709,0,29200.0,Rural,38.0,109400.0,Personal Loan,0,0
Karen Rodriguez,50,Male,Single,Graduate,Salaried,23800.0,1983.33,0.0,332000.0,360,638,0,5000.0,Semiurban,46.5,333200.0,Business Loan,1,1
Sarah Sharma,41,Male,Married,Graduate,Salaried,29100.0,2425.0,26700.0,87000.0,180,585,0,13200.0,Rural,10.39,88600.0,Home Loan,1,1
William Smith,40,Female,Married,Post Graduate,Unemployed,60000.0,5000.0,18400.0,311000.0,60,672,1,5900.0,Semiurban,83.93,72600.0,Personal Loan,1,0
Susan Sharma,26,Male,Married,Graduate,Salaried,56900.0,4741.67,21300.0,10000.0,48,740,1,10500.0,Rural,7.8,5000.0,Education Loan,0,1
James Jones,42,Female,Married,Graduate,Self-Employed,80400.0,6700.0,200.0,127000.0,120,661,1,28700.0,Urban,20.22,13300.0,Personal Loan,1,1
Priya Garcia,38,Female,Married,Graduate,Salaried,95400.0,7950.0,52500.0,153000.0,360,713,0,14100.0,Semiurban,5.0,270100.0,Home Loan,3,1
John Verma,28,Male,Single,Graduate,Business,26200.0,2183.33,0.0,203000.0,240,530,4,15000.0,Urban,85.0,82300.0,Personal Loan,0,0
Amit Rodriguez,59,Male,Married,Not Graduate,Salaried,20800.0,1733.33,9100.0,190000.0,360,681,1,23300.0,Urban,33.22,215300.0,Business Loan,0,1
David Lopez,52,Female,Married,Not Graduate,Unemployed,72700.0,6058.33,10300.0,213000.0,24,648,0,2700.0,Urban,85.0,104000.0,Education Loan,2,0
Elizabeth Verma,53,Female,Married,Graduate,Self-Employed,36100.0,3008.33,0.0,164000.0,48,578,1,40300.0,Semiurban,85.0,80300.0,Education Loan,0,0
Jessica Davis,36,Female,Married,Graduate,Salaried,64300.0,5358.33,13700.0,266000.0,24,733,1,15400.0,Urban,85.0,217000.0,Auto Loan,0,1
Jennifer Lopez,32,Male,Single,Graduate,Business,27300.0,2275.0,0.0,242000.0,240,828,0,19600.0,Semiurban,44.32,131000.0,Personal Loan,0,0
Ananya Lopez,58,Male,Married,Graduate,Salaried,48500.0,4041.67,34700.0,154000.0,36,759,0,109800.0,Urban,61.7,180100.0,Home Loan,0,1
Rahul Davis,54,Male,Married,Graduate,Salaried,51600.0,4300.0,42300.0,256000.0,24,764,0,12700.0,Urban,85.0,349300.0,Home Loan,0,1
Patricia Martinez,34,Male,Single,Post Graduate,Self-Employed,59600.0,4966.67,0.0,366000.0,120,737,2,31300.0,Semiurban,73.49,638300.0,Home Loan,0,1
Linda Martinez,56,Female,Married,Graduate,Business,52400.0,4366.67,19900.0,119000.0,60,732,1,15000.0,Rural,37.9,208000.0,Home Loan,2,1
Sarah Lopez,53,Female,Single,Graduate,Salaried,50800.0,4233.33,0.0,331000.0,240,536,0,67400.0,Urban,32.58,288000.0,Business Loan,1,1
Robert Rodriguez,43,Female,Single,Not Graduate,Salaried,38200.0,3183.33,0.0,127000.0,60,670,0,56300.0,Semiurban,66.49,179700.0,Business Loan,1,1
Patricia Verma,65,Female,Single,Graduate,Self-Employed,23300.0,1941.67,0.0,307000.0,60,721,1,8300.0,Rural,85.0,110600.0,Personal Loan,0,0
Priya Sharma,22,Female,Single,Not Graduate,Self-Employed,24200.0,2016.67,0.0,131000.0,60,723,1,35300.0,Semiurban,85.0,34000.0,Education Loan,1,0
Thomas Rodriguez,61,Male,Married,Not Graduate,Business,45600.0,3800.0,8000.0,249000.0,360,782,1,2000.0,Semiurban,22.2,118200.0,Education Loan,0,1
James Jones,41,Male,Single,Not Graduate,Self-Employed,39800.0,3316.67,0.0,196000.0,60,597,3,99100.0,Urban,85.0,342300.0,Auto Loan,2,1
Karen Gonzalez,22,Female,Divorced,Graduate,Salaried,52700.0,4391.67,0.0,19000.0,60,729,1,12900.0,Semiurban,14.04,4600.0,Personal Loan,2,1
Jessica Gonzalez,47,Male,Married,Graduate,Business,36400.0,3033.33,46600.0,352000.0,60,595,1,53500.0,Urban,85.0,289500.0,Home Loan,1,0
Richard Wilson,29,Female,Single,Graduate,Salaried,72400.0,6033.33,0.0,99000.0,36,663,0,11500.0,Semiurban,45.58,24100.0,Personal Loan,1,1
John Gonzalez,21,Female,Married,Graduate,Salaried,109800.0,9150.0,79400.0,66000.0,360,675,2,30100.0,Rural,5.0,94800.0,Home Loan,2,1
Jennifer Johnson,31,Male,Married,Not Graduate,Salaried,36000.0,3000.0,28500.0,122000.0,36,749,0,123300.0,Semiurban,63.05,58100.0,Personal Loan,1,1
Charles Verma,23,Female,Married,Not Graduate,Self-Employed,29600.0,2466.67,14300.0,408000.0,360,740,0,62800.0,Urban,30.98,50200.0,Education Loan,0,0
Robert Sharma,43,Female,Single,Not Graduate,Salaried,25600.0,2133.33,0.0,67000.0,48,690,1,5200.0,Rural,79.49,99000.0,Home Loan,0,1
Carlos Johnson,46,Female,Married,Post Graduate,Self-Employed,63100.0,5258.33,2200.0,196000.0,360,508,0,23800.0,Semiurban,10.01,330200.0,Home Loan,3,1
Elizabeth Davis,24,Female,Married,Not Graduate,Salaried,46400.0,3866.67,37200.0,79000.0,240,716,0,12900.0,Rural,5.0,40500.0,Personal Loan,0,1
Sarah Hernandez,38,Female,Single,Graduate,Salaried,29400.0,2450.0,0.0,94000.0,120,659,1,17100.0,Semiurban,44.22,129300.0,Auto Loan,2,1
Richard Jones,26,Male,Single,Graduate,Business,67600.0,5633.33,0.0,36000.0,180,791,0,12200.0,Urban,5.0,58500.0,Home Loan,0,1
Amit Davis,55,Male,Married,Not Graduate,Salaried,27200.0,2266.67,20200.0,208000.0,60,772,0,12300.0,Semiurban,85.0,371700.0,Home Loan,0,1
James Garcia,42,Female,Single,Graduate,Salaried,56400.0,4700.0,0.0,165000.0,120,605,1,23500.0,Semiurban,35.64,81400.0,Education Loan,1,0
James Johnson,63,Female,Married,Graduate,Salaried,53700.0,4475.0,32200.0,78000.0,48,727,1,6400.0,Urban,26.89,71600.0,Home Loan,0,1
Joseph Smith,35,Male,Single,Graduate,Unemployed,79600.0,6633.33,0.0,259000.0,60,728,0,23100.0,Semiurban,65.08,396600.0,Business Loan,2,1
David Jones,42,Male,Divorced,Not Graduate,Salaried,22600.0,1883.33,0.0,268000.0,240,722,3,9800.0,Semiurban,85.0,134600.0,Personal Loan,1,0
Carlos Garcia,57,Female,Married,Graduate,Salaried,118500.0,9875.0,11300.0,217000.0,48,712,0,10200.0,Semiurban,41.8,98300.0,Personal Loan,1,1
Thomas Gonzalez,62,Female,Single,Not Graduate,Salaried,74600.0,6216.67,0.0,285000.0,360,730,1,40300.0,Urban,17.56,351000.0,Home Loan,1,1
James Johnson,32,Female,Single,Not Graduate,Salaried,31000.0,2583.33,0.0,149000.0,60,800,0,900.0,Semiurban,85.0,128500.0,Business Loan,0,1
William Williams,67,Female,Married,Graduate,Salaried,29100.0,2425.0,45000.0,209000.0,120,636,1,14400.0,Urban,33.06,329500.0,Business Loan,0,1
James Jones,62,Male,Married,Graduate,Salaried,45400.0,3783.33,15600.0,149000.0,360,608,0,15700.0,Urban,8.14,260600.0,Home Loan,0,1
Jessica Miller,58,Male,Married,Graduate,Salaried,96600.0,8050.0,76700.0,44000.0,180,743,0,19900.0,Urban,5.0,57200.0,Home Loan,0,1
Jennifer Lopez,38,Female,Single,Not Graduate,Unemployed,103300.0,8608.33,0.0,200000.0,180,529,0,33200.0,Urban,12.91,241900.0,Home Loan,3,1
Thomas Jones,65,Male,Single,Not Graduate,Salaried,53100.0,4425.0,0.0,194000.0,240,732,1,13800.0,Urban,25.05,331300.0,Business Loan,1,1
Robert Garcia,55,Male,Single,Post Graduate,Salaried,108700.0,9058.33,0.0,177000.0,360,718,1,7200.0,Urban,8.74,69300.0,Personal Loan,2,1
John Jones,50,Male,Married,Graduate,Salaried,20200.0,1683.33,14100.0,214000.0,48,492,0,64900.0,Urban,85.0,362000.0,Home Loan,1,0
Amit Jones,44,Female,Single,Graduate,Salaried,21600.0,1800.0,0.0,307000.0,180,629,4,119000.0,Rural,85.0,366000.0,Home Loan,0,1
Rahul Jones,62,Female,Married,Graduate,Self-Employed,129300.0,10775.0,8900.0,162000.0,60,806,0,600.0,Semiurban,23.44,82300.0,Personal Loan,1,1
Elizabeth Martinez,50,Male,Married,Not Graduate,Salaried,87200.0,7266.67,9500.0,94000.0,12,563,1,23700.0,Semiurban,85.0,124900.0,Business Loan,2,1
Charles Smith,34,Male,Divorced,Graduate,Salaried,47000.0,3916.67,0.0,158000.0,36,697,0,12500.0,Rural,85.0,223700.0,Auto Loan,0,1
Rahul Wilson,26,Female,Single,Graduate,Self-Employed,83000.0,6916.67,0.0,168000.0,60,600,1,9700.0,Rural,44.82,292700.0,Home Loan,2,1
William Wilson,23,Female,Single,Graduate,Salaried,160200.0,13350.0,0.0,269000.0,120,623,2,12300.0,Rural,21.29,471100.0,Home Loan,1,1
James Williams,36,Male,Married,Graduate,Salaried,86500.0,7208.33,13700.0,190000.0,360,833,1,30600.0,Urban,9.91,78400.0,Personal Loan,0,1
Richard Gonzalez,27,Male,Married,Graduate,Salaried,103100.0,8591.67,7300.0,77000.0,240,690,0,6300.0,Semiurban,5.0,76300.0,Home Loan,1,1
Patricia Wilson,34,Male,Single,Graduate,Salaried,84300.0,7025.0,0.0,252000.0,120,721,0,73200.0,Rural,29.89,285600.0,Business Loan,0,1
James Smith,29,Female,Divorced,Graduate,Salaried,28300.0,2358.33,0.0,238000.0,24,671,2,18800.0,Rural,85.0,132100.0,Personal Loan,0,0
Linda Verma,35,Male,Married,Graduate,Salaried,100700.0,8391.67,10500.0,190000.0,48,559,0,11800.0,Semiurban,42.72,324000.0,Home Loan,2,1
Mary Lopez,41,Male,Single,Not Graduate,Self-Employed,29800.0,2483.33,0.0,265000.0,60,585,0,43500.0,Urban,85.0,99200.0,Personal Loan,2,0
Linda Miller,55,Female,Single,Not Graduate,Business,120400.0,10033.33,0.0,280000.0,180,774,0,500.0,Rural,15.5,497700.0,Auto Loan,2,1
Mary Garcia,22,Female,Married,Graduate,Salaried,47600.0,3966.67,64700.0,146000.0,24,692,0,17000.0,Semiurban,65.0,35200.0,Personal Loan,2,1
Priya Williams,47,Male,Married,Not Graduate,Salaried,70900.0,5908.33,13800.0,99000.0,120,618,0,13200.0,Urban,11.69,138500.0,Business Loan,3,1
Sarah Lopez,22,Female,Single,Graduate,Salaried,50900.0,4241.67,0.0,179000.0,360,678,2,12400.0,Urban,25.87,300300.0,Auto Loan,3,1
James Garcia,55,Male,Married,Graduate,Salaried,24400.0,2033.33,11600.0,228000.0,240,733,1,12300.0,Urban,41.67,410200.0,Business Loan,0,1
Barbara Jones,38,Female,Married,Post Graduate,Salaried,35500.0,2958.33,13000.0,171000.0,240,716,1,1000.0,Urban,25.05,282100.0,Auto Loan,1,1
Carlos Smith,34,Male,Single,Not Graduate,Business,205300.0,17108.33,0.0,91000.0,180,618,0,5000.0,Urban,5.0,132600.0,Home Loan,0,1
Jessica Sharma,40,Female,Married,Not Graduate,Self-Employed,165700.0,13808.33,10000.0,195000.0,48,554,1,4600.0,Rural,29.8,320800.0,Home Loan,1,1
Joseph Miller,38,Male,Divorced,Graduate,Unemployed,37400.0,3116.67,0.0,10000.0,36,647,1,134300.0,Urban,18.54,5500.0,Education Loan,3,1
Joseph Jones,30,Female,Single,Graduate,Business,271900.0,22658.33,0.0,151000.0,360,769,1,700.0,Semiurban,5.0,67100.0,Education Loan,0,1
Rahul Wilson,45,Female,Single,Post Graduate,Salaried,104100.0,8675.0,0.0,257000.0,180,748,0,5500.0,Rural,16.46,261200.0,Auto Loan,1,1
Mary Hernandez,22,Female,Married,Graduate,Salaried,62500.0,5208.33,200.0,261000.0,120,713,4,109700.0,Semiurban,64.59,239100.0,Auto Loan,1,1
Charles Miller,45,Female,Married,Graduate,Salaried,21800.0,1816.67,45800.0,10000.0,36,666,1,29700.0,Urban,10.26,16900.0,Home Loan,0,1
Jennifer Verma,53,Female,Divorced,Not Graduate,Salaried,124300.0,10358.33,0.0,163000.0,180,639,3,18000.0,Semiurban,17.43,88600.0,Personal Loan,0,1
Mary Garcia,56,Male,Married,Not Graduate,Business,56700.0,4725.0,64900.0,234000.0,12,668,0,2500.0,Urban,85.0,61200.0,Education Loan,1,0
Sarah Johnson,51,Male,Married,Post Graduate,Salaried,111300.0,9275.0,300.0,74000.0,36,743,0,33200.0,Urban,22.1,87800.0,Business Loan,0,1
Sarah Wilson,34,Female,Married,Graduate,Business,100900.0,8408.33,3800.0,147000.0,60,761,0,4400.0,Semiurban,28.08,260700.0,Home Loan,1,1
Joseph Hernandez,21,Male,Married,Post Graduate,Salaried,100500.0,8375.0,21200.0,289000.0,60,659,2,33400.0,Rural,53.41,480400.0,Home Loan,1,1
Charles Sharma,66,Female,Single,Graduate,Business,73900.0,6158.33,0.0,136000.0,36,850,0,116200.0,Semiurban,61.34,52000.0,Personal Loan,1,1
Mary Brown,36,Female,Single,Graduate,Business,35500.0,2958.33,0.0,324000.0,36,687,2,22800.0,Urban,85.0,56600.0,Personal Loan,0,0
Carlos Garcia,66,Male,Single,Not Graduate,Self-Employed,38400.0,3200.0,0.0,113000.0,240,652,2,7200.0,Urban,33.46,21200.0,Personal Loan,1,1
James Davis,23,Female,Married,Graduate,Self-Employed,36600.0,3050.0,14400.0,307000.0,120,798,1,29400.0,Urban,67.25,459100.0,Auto Loan,0,1
Joseph Lopez,55,Male,Single,Graduate,Salaried,20900.0,1741.67,0.0,183000.0,120,517,1,21600.0,Semiurban,85.0,276800.0,Home Loan,2,0
Amit Martinez,61,Female,Divorced,Not Graduate,Business,59300.0,4941.67,0.0,101000.0,60,718,1,22900.0,Urban,40.13,172900.0,Business Loan,0,1
Charles Smith,26,Male,Single,Graduate,Unemployed,74000.0,6166.67,0.0,307000.0,360,674,1,19500.0,Rural,18.69,517300.0,Auto Loan,2,1
Robert Gonzalez,45,Male,Single,Graduate,Self-Employed,106500.0,8875.0,0.0,71000.0,12,796,0,33600.0,Urban,66.67,76800.0,Business Loan,2,1
Patricia Martinez,33,Female,Married,Graduate,Self-Employed,26800.0,2233.33,18000.0,108000.0,36,728,1,25500.0,Urban,85.0,155900.0,Business Loan,2,1
Ananya Smith,54,Female,Married,Graduate,Self-Employed,55400.0,4616.67,3200.0,224000.0,180,691,2,130300.0,Semiurban,37.77,58600.0,Personal Loan,0,0
Elizabeth Smith,28,Female,Single,Graduate,Business,20400.0,1700.0,0.0,187000.0,36,733,0,52400.0,Urban,85.0,247900.0,Business Loan,0,1
Karen Davis,41,Male,Single,Not Graduate,Salaried,24500.0,2041.67,0.0,205000.0,120,596,3,9200.0,Semiurban,85.0,89200.0,Personal Loan,0,0
Robert Johnson,54,Male,Divorced,Not Graduate,Business,22500.0,1875.0,0.0,147000.0,120,757,0,38800.0,Rural,65.33,88100.0,Education Loan,0,0
Jennifer Jones,24,Female,Single,Graduate,Salaried,78200.0,6516.67,0.0,72000.0,360,572,0,7200.0,Urban,5.0,91000.0,Home Loan,3,1
Mary Gonzalez,45,Male,Single,Not Graduate,Salaried,23800.0,1983.33,0.0,121000.0,360,709,0,45700.0,Urban,16.95,17400.0,Education Loan,0,1
David Hernandez,35,Female,Married,Graduate,Salaried,76700.0,6391.67,10000.0,299000.0,360,683,0,4800.0,Rural,11.5,420900.0,Home Loan,4,1
Jessica Hernandez,24,Female,Single,Graduate,Salaried,32900.0,2741.67,0.0,60000.0,36,539,2,19200.0,Semiurban,82.67,93500.0,Home Loan,2,1
Charles Sharma,65,Female,Married,Not Graduate,Salaried,114600.0,9550.0,10800.0,328000.0,360,686,3,46900.0,Rural,17.33,101200.0,Personal Loan,0,1
